"age","marital","balance","day","month","duration","campaign","pdays","previous","TermDeposit"
39,"married",0,20,"jun",375,1,-1,0,"no"
30,"single",1803,12,"may",202,2,-1,0,"no"
33,"divorced",801,7,"aug",341,5,-1,0,"yes"
20,"single",76,18,"may",639,2,-1,0,"yes"
49,"married",1878,14,"may",267,1,-1,0,"no"
58,"divorced",-71,27,"may",114,1,-1,0,"no"
42,"divorced",11177,14,"may",229,6,373,1,"no"
44,"married",594,11,"jun",340,1,-1,0,"no"
41,"married",1882,29,"jul",165,2,-1,0,"no"
37,"married",5380,25,"aug",123,6,-1,0,"no"
51,"married",121,10,"jul",122,1,-1,0,"no"
30,"married",0,7,"aug",111,5,-1,0,"no"
52,"married",-9,9,"jun",123,1,-1,0,"no"
25,"single",0,15,"may",244,2,-1,0,"no"
38,"married",422,11,"may",286,3,-1,0,"no"
47,"married",642,13,"may",197,2,363,2,"no"
57,"married",900,8,"aug",169,4,-1,0,"no"
49,"divorced",2370,17,"nov",56,1,103,2,"no"
43,"married",-213,7,"jul",543,2,-1,0,"no"
57,"married",571,26,"mar",181,2,-1,0,"no"
32,"single",781,20,"nov",305,1,-1,0,"no"
29,"married",318,18,"may",1434,2,356,4,"no"
34,"single",3092,19,"nov",115,1,-1,0,"no"
35,"married",3015,9,"jun",753,2,-1,0,"no"
37,"married",52,6,"sep",908,1,185,9,"yes"
32,"married",17,27,"may",123,1,-1,0,"no"
53,"married",527,23,"jul",71,3,-1,0,"no"
53,"divorced",81,6,"may",178,5,352,3,"no"
25,"married",-102,25,"jul",466,1,-1,0,"no"
50,"divorced",0,19,"nov",126,1,-1,0,"no"
46,"married",1400,23,"jun",25,2,-1,0,"no"
53,"married",8417,14,"may",435,1,-1,0,"no"
36,"married",0,17,"nov",273,2,131,1,"no"
45,"divorced",479,2,"feb",83,2,-1,0,"no"
41,"married",46,22,"aug",268,1,-1,0,"no"
51,"married",-355,17,"nov",122,2,-1,0,"no"
43,"married",297,14,"oct",119,3,-1,0,"no"
44,"married",362,15,"may",180,1,-1,0,"no"
34,"married",3185,20,"nov",93,1,191,1,"no"
44,"married",1362,13,"may",46,1,-1,0,"no"
36,"married",0,17,"jun",138,5,-1,0,"no"
39,"married",293,23,"may",160,3,-1,0,"no"
30,"single",800,6,"may",95,2,-1,0,"no"
33,"married",5164,13,"aug",238,2,265,1,"no"
60,"married",-311,25,"aug",151,6,-1,0,"no"
92,"married",775,26,"jan",164,4,96,3,"yes"
52,"single",4,28,"jul",30,9,-1,0,"no"
43,"single",11891,4,"dec",821,5,242,1,"yes"
41,"married",3803,20,"nov",611,3,-1,0,"no"
38,"married",797,20,"apr",62,4,-1,0,"no"
27,"married",3415,9,"oct",266,3,184,1,"yes"
33,"single",138,4,"feb",141,2,-1,0,"no"
23,"married",531,15,"may",509,3,345,9,"no"
46,"married",990,9,"jul",420,1,-1,0,"no"
46,"married",450,17,"apr",198,1,-1,0,"no"
37,"married",965,28,"jul",119,4,-1,0,"no"
22,"single",71,13,"jul",337,1,181,2,"yes"
48,"single",1150,28,"may",357,1,-1,0,"no"
70,"married",616,27,"apr",149,2,182,1,"no"
37,"divorced",0,14,"may",17,7,-1,0,"no"
52,"single",2024,14,"may",314,1,-1,0,"no"
33,"married",1034,12,"may",23,6,295,6,"no"
42,"married",279,23,"jul",673,1,-1,0,"no"
48,"married",658,17,"jul",89,1,-1,0,"no"
46,"single",874,19,"nov",819,3,-1,0,"yes"
47,"married",2944,21,"nov",57,7,154,5,"no"
40,"married",1565,17,"nov",288,2,-1,0,"no"
57,"married",101,23,"jul",99,2,-1,0,"no"
49,"married",100,11,"may",143,2,347,1,"no"
29,"married",2326,6,"mar",195,1,-1,0,"yes"
70,"married",4,21,"may",122,1,85,9,"no"
47,"single",334,26,"mar",360,1,326,8,"yes"
28,"single",104,30,"apr",170,1,-1,0,"no"
32,"single",3658,20,"nov",56,4,-1,0,"no"
48,"married",-20,20,"aug",142,2,-1,0,"no"
54,"married",2191,31,"jul",96,6,-1,0,"no"
45,"married",561,29,"may",340,7,-1,0,"no"
27,"single",1013,28,"jan",965,3,-1,0,"no"
37,"single",3344,26,"may",85,5,-1,0,"no"
35,"married",7050,11,"aug",222,3,182,4,"yes"
26,"single",6840,28,"may",1560,2,-1,0,"yes"
40,"married",1117,13,"may",280,1,-1,0,"no"
77,"married",4112,26,"jan",1616,1,95,2,"yes"
39,"single",393,28,"jun",325,1,94,1,"yes"
45,"married",2644,21,"nov",36,2,-1,0,"no"
51,"married",0,16,"may",59,5,-1,0,"no"
58,"married",0,22,"jul",85,3,-1,0,"no"
46,"married",1038,15,"may",200,3,-1,0,"no"
35,"married",128,12,"may",136,1,-1,0,"no"
54,"divorced",1374,15,"may",74,2,-1,0,"no"
32,"married",2,14,"jul",79,3,-1,0,"no"
28,"single",350,19,"may",5,2,-1,0,"no"
44,"single",3938,21,"nov",200,1,-1,0,"no"
43,"divorced",729,30,"may",668,2,-1,0,"no"
46,"married",-522,27,"mar",243,3,239,13,"yes"
33,"single",-530,11,"may",168,5,-1,0,"no"
58,"divorced",314,25,"jun",67,2,-1,0,"no"
52,"married",0,3,"feb",790,1,249,1,"no"
51,"married",1911,17,"jun",394,3,-1,0,"no"
45,"married",1124,19,"may",37,1,-1,0,"no"
59,"married",3694,5,"jun",21,10,-1,0,"no"
43,"married",948,17,"apr",185,1,336,2,"no"
58,"married",4717,19,"nov",135,1,-1,0,"no"
58,"married",1602,21,"nov",1032,10,115,3,"no"
41,"divorced",97,30,"jul",244,3,-1,0,"no"
32,"single",-23,10,"jul",182,1,-1,0,"no"
36,"single",854,15,"jul",503,6,-1,0,"no"
43,"married",714,16,"jul",255,1,-1,0,"no"
37,"single",21,2,"feb",96,1,271,2,"no"
29,"married",687,8,"oct",309,2,88,6,"no"
37,"married",103,12,"may",153,1,-1,0,"no"
35,"married",1854,18,"nov",401,2,-1,0,"no"
47,"married",311,12,"may",238,1,301,3,"no"
35,"single",-441,6,"may",151,1,-1,0,"no"
23,"married",8254,29,"may",409,3,-1,0,"no"
56,"married",478,5,"feb",97,1,-1,0,"no"
57,"married",16063,30,"may",352,3,-1,0,"no"
31,"married",490,21,"nov",394,5,179,2,"no"
53,"married",285,30,"jul",242,4,-1,0,"no"
25,"single",3165,20,"oct",251,2,-1,0,"no"
43,"married",0,6,"may",187,1,-1,0,"no"
42,"single",-321,28,"jan",230,2,-1,0,"no"
31,"married",5119,21,"nov",74,1,-1,0,"no"
31,"married",-84,15,"jul",75,4,-1,0,"no"
51,"divorced",104,9,"jul",71,1,-1,0,"no"
36,"single",651,7,"aug",876,1,-1,0,"yes"
30,"married",-298,10,"jul",174,1,-1,0,"no"
49,"single",5028,12,"may",891,1,-1,0,"no"
33,"married",390,13,"aug",460,2,-1,0,"no"
38,"married",254,27,"may",359,6,-1,0,"no"
35,"single",4233,13,"aug",135,2,-1,0,"no"
32,"single",3950,18,"may",232,1,178,1,"no"
38,"divorced",727,16,"jun",119,2,-1,0,"no"
25,"single",5695,16,"nov",124,1,-1,0,"no"
57,"married",-37,16,"jul",31,6,-1,0,"no"
34,"married",1611,20,"nov",197,7,-1,0,"no"
51,"married",19,26,"aug",26,10,-1,0,"no"
33,"single",1852,25,"feb",371,1,204,3,"no"
46,"married",-816,15,"may",68,1,-1,0,"no"
34,"divorced",44,21,"nov",244,2,-1,0,"no"
29,"single",231,28,"may",122,1,-1,0,"no"
43,"divorced",0,19,"aug",332,3,-1,0,"no"
33,"single",1558,17,"apr",97,1,-1,0,"no"
49,"married",0,29,"aug",66,17,-1,0,"no"
31,"single",44,28,"may",95,2,-1,0,"no"
53,"married",56,5,"may",152,2,-1,0,"no"
32,"married",765,14,"apr",850,2,-1,0,"yes"
41,"married",1538,29,"jul",710,2,-1,0,"yes"
30,"single",0,11,"aug",101,5,-1,0,"no"
43,"married",136,25,"aug",363,7,-1,0,"yes"
40,"single",269,27,"aug",97,4,-1,0,"no"
55,"single",92,7,"may",118,3,-1,0,"no"
51,"married",1069,20,"jun",27,7,-1,0,"no"
49,"single",163,6,"may",496,3,-1,0,"no"
34,"married",-123,14,"jul",64,3,-1,0,"no"
31,"married",12,24,"jul",306,1,-1,0,"no"
55,"divorced",166,20,"nov",324,7,153,4,"no"
76,"divorced",2693,21,"oct",107,2,-1,0,"yes"
47,"married",51,16,"may",312,1,-1,0,"no"
32,"divorced",273,4,"jun",204,1,-1,0,"no"
44,"divorced",0,18,"jun",491,3,-1,0,"no"
51,"married",825,17,"nov",977,3,-1,0,"yes"
52,"married",3732,18,"aug",212,2,-1,0,"no"
29,"single",0,29,"jul",99,6,-1,0,"no"
38,"divorced",-345,28,"may",177,2,-1,0,"no"
39,"single",217,9,"may",107,1,-1,0,"no"
38,"single",178,7,"may",184,1,351,1,"no"
26,"married",543,30,"jan",169,3,-1,0,"no"
49,"married",1860,25,"aug",150,3,-1,0,"no"
31,"married",0,9,"may",327,2,-1,0,"no"
54,"married",0,30,"apr",766,3,84,3,"yes"
30,"married",364,4,"feb",331,1,-1,0,"no"
49,"married",64,7,"may",293,3,-1,0,"no"
34,"married",4962,4,"feb",83,1,-1,0,"no"
36,"married",134,12,"may",98,2,-1,0,"no"
37,"married",144,20,"apr",724,2,-1,0,"no"
40,"divorced",393,17,"jul",291,2,-1,0,"no"
49,"married",0,16,"jul",46,8,-1,0,"no"
28,"single",560,2,"jun",135,1,-1,0,"no"
32,"married",73,9,"jul",175,1,-1,0,"no"
27,"single",268,13,"may",528,1,358,2,"no"
22,"single",129,15,"apr",218,2,181,1,"yes"
37,"married",1403,9,"oct",14,1,-1,0,"no"
57,"married",412,20,"nov",123,1,-1,0,"no"
32,"married",322,4,"feb",101,1,-1,0,"no"
41,"married",2470,6,"may",22,2,-1,0,"no"
53,"single",1958,7,"jul",82,2,75,4,"no"
53,"married",1301,11,"aug",164,1,-1,0,"no"
70,"married",1853,26,"aug",314,1,-1,0,"yes"
35,"single",186,5,"feb",196,2,-1,0,"no"
28,"single",1374,23,"apr",203,4,-1,0,"yes"
58,"married",64,21,"jul",78,2,-1,0,"no"
33,"single",2881,26,"may",289,1,328,1,"yes"
61,"divorced",52587,10,"aug",290,1,-1,0,"yes"
54,"married",0,20,"aug",83,5,-1,0,"no"
56,"married",6677,20,"apr",197,4,-1,0,"no"
28,"single",616,7,"oct",116,1,503,2,"no"
35,"single",0,20,"nov",61,3,-1,0,"no"
39,"married",401,17,"nov",396,1,129,2,"no"
35,"married",867,2,"jun",230,3,-1,0,"yes"
34,"single",18,30,"apr",359,1,-1,0,"yes"
32,"single",459,8,"may",202,2,-1,0,"no"
34,"divorced",3798,23,"may",488,1,-1,0,"no"
43,"married",3288,21,"nov",775,3,-1,0,"yes"
33,"single",3773,26,"aug",124,4,-1,0,"no"
41,"single",-426,9,"jul",294,1,-1,0,"no"
68,"married",2301,14,"aug",90,3,120,1,"no"
29,"married",-565,18,"jun",164,3,-1,0,"no"
55,"married",1848,20,"may",204,1,-1,0,"no"
46,"divorced",772,23,"may",488,1,-1,0,"no"
45,"married",23,12,"may",134,4,-1,0,"no"
41,"married",241,20,"apr",170,1,150,1,"no"
34,"single",-108,28,"may",290,1,-1,0,"no"
25,"married",806,15,"may",193,2,-1,0,"no"
35,"single",1830,15,"jan",78,4,93,2,"no"
33,"single",206,15,"mar",287,2,-1,0,"no"
45,"married",1040,26,"may",137,5,-1,0,"no"
35,"divorced",500,5,"feb",177,1,252,1,"no"
51,"married",788,3,"jun",959,6,-1,0,"no"
40,"married",109,20,"jun",402,22,-1,0,"no"
26,"married",3360,29,"jan",774,1,-1,0,"no"
51,"married",805,8,"aug",132,4,-1,0,"no"
25,"single",543,15,"may",302,1,-1,0,"no"
42,"single",634,31,"jul",451,2,-1,0,"no"
27,"single",290,10,"aug",88,1,-1,0,"no"
59,"married",5521,13,"may",94,1,-1,0,"no"
42,"married",758,15,"jul",129,4,-1,0,"no"
45,"married",-100,27,"may",240,6,-1,0,"no"
32,"single",723,28,"aug",68,27,-1,0,"no"
36,"divorced",0,20,"jun",519,2,-1,0,"no"
45,"divorced",569,14,"may",228,1,-1,0,"no"
37,"married",1123,28,"may",138,1,-1,0,"no"
26,"married",52,12,"nov",238,1,-1,0,"no"
49,"single",505,9,"jun",35,1,-1,0,"no"
48,"married",0,26,"aug",60,5,-1,0,"no"
35,"single",510,16,"may",81,6,-1,0,"no"
36,"married",632,19,"aug",306,2,-1,0,"no"
39,"married",161,18,"may",98,2,-1,0,"no"
40,"single",-89,28,"may",83,4,-1,0,"no"
38,"married",497,14,"apr",173,1,-1,0,"yes"
33,"single",224,8,"mar",241,2,-1,0,"yes"
53,"married",913,7,"may",213,1,288,1,"no"
37,"married",0,11,"jul",906,2,-1,0,"no"
45,"married",3412,12,"may",101,2,-1,0,"no"
32,"married",102,21,"may",12,11,-1,0,"no"
39,"married",-405,8,"may",177,1,-1,0,"no"
47,"married",3556,20,"jun",130,4,-1,0,"no"
36,"single",159,5,"feb",443,1,-1,0,"no"
52,"single",2398,3,"nov",412,1,-1,0,"yes"
39,"married",42,25,"jul",120,1,-1,0,"no"
50,"married",2955,14,"jan",166,1,-1,0,"no"
35,"single",365,8,"may",256,2,-1,0,"no"
35,"married",142,20,"nov",315,2,196,4,"no"
25,"single",10788,23,"dec",102,2,210,2,"no"
56,"married",88,13,"may",172,2,-1,0,"no"
27,"single",317,20,"may",16,10,-1,0,"no"
52,"married",226,9,"may",86,4,-1,0,"no"
30,"married",-111,5,"may",154,1,-1,0,"no"
46,"married",792,5,"jun",170,2,-1,0,"no"
43,"divorced",42,19,"aug",696,2,-1,0,"no"
34,"married",244,27,"may",15,13,-1,0,"no"
42,"single",156,15,"may",7,4,371,5,"no"
29,"single",-194,7,"may",127,1,-1,0,"no"
38,"married",1,7,"may",154,1,-1,0,"no"
43,"divorced",898,11,"may",405,1,174,3,"no"
46,"married",0,15,"jun",83,4,-1,0,"no"
56,"married",332,29,"jul",207,3,-1,0,"no"
43,"married",2126,5,"aug",92,2,-1,0,"no"
45,"divorced",-69,13,"may",118,2,-1,0,"no"
50,"married",1597,19,"nov",374,2,-1,0,"no"
49,"married",892,14,"may",102,2,-1,0,"no"
51,"married",938,11,"nov",98,2,97,3,"no"
70,"married",2346,1,"jun",421,1,97,6,"no"
42,"married",0,20,"apr",58,4,-1,0,"no"
32,"married",-292,15,"apr",301,1,316,1,"no"
34,"single",279,7,"may",208,1,357,1,"no"
52,"married",60,26,"aug",196,2,-1,0,"no"
55,"divorced",1553,30,"jul",85,3,-1,0,"no"
72,"divorced",402,12,"jul",194,3,-1,0,"no"
45,"single",0,17,"nov",113,2,-1,0,"no"
42,"married",933,18,"may",212,1,-1,0,"no"
43,"married",409,22,"jul",100,7,-1,0,"no"
29,"single",18254,11,"may",279,2,-1,0,"no"
39,"married",2598,17,"nov",123,1,-1,0,"no"
43,"married",-754,9,"jul",727,3,-1,0,"yes"
37,"married",1160,9,"may",255,2,-1,0,"no"
40,"single",2936,6,"jun",473,2,-1,0,"no"
60,"married",725,8,"jul",266,1,-1,0,"no"
49,"divorced",790,7,"aug",324,3,-1,0,"no"
41,"single",-3,8,"jul",413,1,-1,0,"no"
31,"married",4123,21,"nov",584,2,-1,0,"no"
34,"single",19348,8,"aug",316,2,-1,0,"no"
35,"married",361,30,"may",185,3,-1,0,"no"
33,"single",278,1,"feb",563,5,-1,0,"yes"
31,"single",378,23,"jul",421,2,-1,0,"no"
55,"married",2152,19,"jun",922,2,-1,0,"yes"
30,"single",149,3,"jun",220,2,-1,0,"no"
26,"single",74,16,"jul",419,2,-1,0,"no"
33,"married",255,5,"may",237,4,165,4,"no"
37,"single",2505,7,"aug",420,3,-1,0,"no"
56,"married",219,7,"may",130,4,-1,0,"no"
45,"married",1265,6,"feb",79,2,-1,0,"no"
39,"single",2263,21,"nov",1158,9,-1,0,"yes"
80,"divorced",235,31,"mar",577,1,223,3,"yes"
29,"single",514,2,"feb",270,1,-1,0,"no"
42,"single",227,20,"aug",428,8,-1,0,"no"
42,"divorced",936,30,"jan",931,1,-1,0,"yes"
39,"married",3825,25,"aug",94,6,-1,0,"no"
33,"married",1416,20,"nov",60,1,-1,0,"no"
63,"married",4692,13,"jul",88,1,181,2,"no"
23,"single",794,26,"jul",607,3,171,3,"yes"
54,"married",0,5,"feb",744,3,-1,0,"yes"
46,"married",998,31,"jul",126,2,-1,0,"no"
63,"married",2896,1,"jul",304,1,119,2,"yes"
41,"married",72,7,"may",764,3,-1,0,"no"
36,"married",90,8,"may",403,2,-1,0,"no"
28,"single",1103,4,"jun",14,11,-1,0,"no"
45,"single",5993,2,"jun",116,1,-1,0,"no"
26,"single",47,18,"may",63,1,-1,0,"no"
45,"married",1546,21,"nov",171,2,-1,0,"no"
53,"married",142,30,"apr",168,2,-1,0,"no"
37,"married",0,19,"jun",129,3,-1,0,"no"
32,"married",91,16,"jul",110,6,-1,0,"no"
36,"married",650,12,"may",170,2,-1,0,"no"
43,"married",1035,28,"jan",122,1,-1,0,"no"
36,"single",587,13,"apr",239,3,-1,0,"no"
47,"married",1045,13,"may",411,2,-1,0,"no"
42,"married",275,17,"nov",295,2,109,9,"no"
51,"married",462,29,"aug",164,2,-1,0,"no"
40,"married",640,8,"may",347,2,-1,0,"no"
34,"married",298,28,"aug",42,10,-1,0,"no"
32,"single",785,3,"jun",273,1,-1,0,"no"
61,"married",1742,11,"sep",90,4,-1,0,"no"
32,"single",4665,21,"may",860,2,-1,0,"yes"
57,"married",0,30,"jan",209,2,197,2,"no"
28,"single",922,7,"apr",304,1,-1,0,"no"
59,"married",1634,5,"aug",836,1,-1,0,"yes"
26,"single",0,5,"may",610,2,-1,0,"no"
36,"married",0,18,"may",8,7,-1,0,"no"
57,"married",123,2,"feb",154,2,-1,0,"no"
34,"married",5498,19,"nov",265,1,-1,0,"no"
65,"married",1973,21,"apr",396,3,-1,0,"yes"
41,"married",143,2,"jun",659,2,-1,0,"yes"
35,"married",402,17,"jun",123,1,-1,0,"no"
43,"married",4056,4,"may",13,6,89,2,"no"
48,"divorced",1583,18,"jul",494,2,-1,0,"no"
42,"divorced",-263,22,"jul",307,1,-1,0,"no"
30,"single",57,4,"feb",153,2,-1,0,"no"
36,"married",0,11,"may",187,1,174,1,"no"
59,"married",3540,8,"jul",165,1,-1,0,"no"
60,"married",2301,28,"apr",118,2,-1,0,"no"
50,"married",0,7,"jul",152,2,-1,0,"no"
38,"married",1403,19,"jun",146,2,-1,0,"no"
43,"married",5704,6,"aug",139,2,-1,0,"no"
44,"divorced",0,14,"apr",1594,1,148,1,"yes"
50,"married",901,20,"jun",8,6,-1,0,"no"
60,"married",819,19,"may",110,2,-1,0,"no"
24,"single",383,27,"may",101,1,-1,0,"no"
31,"married",392,26,"aug",119,3,-1,0,"no"
36,"single",760,20,"jun",9,13,-1,0,"no"
54,"married",24,31,"jul",12,10,-1,0,"no"
57,"married",39,15,"may",114,2,-1,0,"no"
58,"married",422,9,"jun",183,1,-1,0,"no"
58,"married",883,1,"jun",373,2,-1,0,"no"
36,"divorced",50,6,"may",222,1,-1,0,"no"
39,"divorced",223,12,"may",115,2,-1,0,"no"
39,"married",246,11,"aug",86,2,-1,0,"no"
44,"married",3224,30,"may",306,1,-1,0,"no"
33,"single",131,12,"oct",209,3,427,2,"yes"
41,"married",124,16,"may",393,2,-1,0,"no"
42,"married",3168,8,"apr",764,2,-1,0,"no"
47,"married",0,17,"nov",124,2,-1,0,"no"
25,"single",184,11,"jul",437,7,-1,0,"no"
32,"married",644,8,"may",477,2,-1,0,"no"
35,"married",71,30,"apr",510,2,-1,0,"no"
80,"married",1610,12,"aug",71,1,-1,0,"no"
32,"married",687,20,"aug",161,4,-1,0,"no"
53,"married",-31,21,"aug",82,8,-1,0,"no"
50,"divorced",28,29,"may",313,2,-1,0,"no"
36,"married",4613,2,"apr",320,1,134,2,"no"
35,"married",4922,17,"nov",393,4,201,17,"yes"
38,"single",0,20,"aug",124,4,-1,0,"no"
35,"married",725,10,"jul",402,1,-1,0,"no"
40,"divorced",3426,11,"aug",94,3,-1,0,"no"
57,"divorced",3058,8,"may",268,1,-1,0,"no"
59,"married",1728,7,"jul",575,2,-1,0,"no"
44,"married",4580,20,"nov",192,2,189,2,"no"
32,"married",101,20,"apr",383,1,-1,0,"no"
29,"single",13,15,"may",26,6,-1,0,"no"
39,"married",5562,20,"nov",149,3,-1,0,"no"
39,"married",483,5,"may",282,1,-1,0,"no"
47,"married",332,2,"feb",276,1,269,1,"no"
42,"married",3465,16,"jul",1039,2,-1,0,"yes"
44,"married",2316,10,"jul",81,3,-1,0,"no"
49,"married",4259,19,"nov",146,3,111,7,"no"
27,"married",564,9,"may",257,3,-1,0,"no"
34,"married",-304,2,"jun",178,4,-1,0,"no"
44,"married",135,8,"may",262,3,-1,0,"no"
47,"married",93,18,"nov",194,1,-1,0,"no"
35,"married",1526,2,"feb",236,2,217,4,"no"
47,"married",2597,31,"jul",52,2,-1,0,"no"
46,"married",0,19,"nov",54,1,-1,0,"no"
31,"married",296,24,"jul",171,1,-1,0,"no"
35,"married",1209,26,"may",304,3,-1,0,"no"
39,"divorced",0,16,"apr",561,3,-1,0,"no"
53,"married",351,27,"may",0,4,-1,0,"no"
38,"married",37,17,"jul",96,1,-1,0,"no"
32,"married",-205,7,"may",388,1,-1,0,"no"
35,"single",704,21,"apr",164,1,-1,0,"yes"
34,"married",-78,9,"may",198,1,-1,0,"no"
41,"married",1445,21,"nov",104,3,-1,0,"no"
44,"married",0,6,"aug",142,1,260,1,"no"
40,"single",825,20,"apr",38,1,335,1,"no"
34,"married",368,20,"nov",366,4,-1,0,"no"
41,"married",-147,1,"jul",130,1,-1,0,"no"
41,"married",27696,12,"aug",147,2,104,1,"yes"
25,"single",1312,16,"apr",307,1,-1,0,"no"
47,"married",2946,5,"jun",60,1,-1,0,"no"
33,"married",0,8,"jul",285,1,-1,0,"no"
41,"married",488,11,"jul",178,2,-1,0,"no"
39,"married",1044,2,"feb",158,1,-1,0,"no"
34,"single",-2,8,"jul",283,1,-1,0,"no"
32,"married",3756,4,"jun",85,3,-1,0,"no"
53,"married",1378,18,"jul",91,2,-1,0,"no"
49,"married",247,22,"jul",283,1,-1,0,"no"
47,"divorced",800,12,"aug",483,5,-1,0,"no"
45,"divorced",8,4,"jul",407,1,-1,0,"no"
27,"single",3305,28,"jul",78,3,-1,0,"no"
48,"single",906,29,"jul",289,9,-1,0,"no"
34,"married",2311,19,"nov",59,1,-1,0,"no"
51,"divorced",311,14,"aug",122,2,-1,0,"no"
39,"married",61,19,"aug",339,2,-1,0,"no"
31,"married",439,12,"may",232,2,-1,0,"no"
37,"single",-261,10,"jul",259,1,-1,0,"no"
36,"single",1291,30,"apr",195,1,86,1,"yes"
32,"divorced",-15,11,"may",132,3,-1,0,"no"
52,"single",1810,19,"nov",117,1,-1,0,"no"
28,"single",810,5,"feb",137,2,-1,0,"no"
28,"single",1287,26,"feb",65,1,-1,0,"yes"
52,"married",826,15,"may",468,2,-1,0,"no"
38,"married",1116,16,"jun",406,2,-1,0,"no"
29,"single",175,28,"may",597,3,-1,0,"no"
51,"divorced",-28,2,"jul",220,2,-1,0,"no"
36,"single",1283,18,"aug",92,5,-1,0,"no"
47,"married",335,17,"feb",226,1,-1,0,"yes"
61,"married",50,22,"jul",213,5,-1,0,"no"
47,"married",690,9,"jul",113,1,-1,0,"no"
31,"married",2929,20,"apr",237,3,150,3,"no"
46,"divorced",1329,3,"jul",247,2,-1,0,"yes"
45,"married",-32,28,"jan",56,2,-1,0,"no"
33,"married",285,3,"jul",267,1,-1,0,"no"
29,"single",874,16,"sep",152,1,103,1,"yes"
26,"single",252,29,"jan",187,1,-1,0,"no"
48,"married",0,17,"jun",104,2,-1,0,"no"
52,"married",262,18,"jun",1062,4,-1,0,"no"
48,"married",7,19,"jun",354,7,-1,0,"no"
38,"married",196,30,"apr",574,1,-1,0,"yes"
55,"divorced",0,7,"oct",122,1,245,4,"no"
41,"married",149,15,"may",27,1,-1,0,"no"
30,"married",4,11,"jul",188,2,-1,0,"no"
47,"married",439,20,"aug",156,12,-1,0,"no"
39,"single",5976,27,"aug",113,2,-1,0,"no"
42,"married",14752,19,"may",107,2,-1,0,"no"
27,"married",1,22,"jul",152,1,-1,0,"no"
38,"married",0,28,"aug",82,4,-1,0,"no"
50,"married",0,23,"jul",137,1,-1,0,"no"
25,"single",-143,27,"may",90,1,-1,0,"no"
54,"married",0,24,"jul",140,2,-1,0,"no"
56,"married",382,27,"jun",244,2,-1,0,"no"
33,"divorced",948,26,"jul",7,1,-1,0,"no"
60,"married",100,5,"may",528,1,-1,0,"no"
48,"married",2688,26,"aug",610,2,-1,0,"no"
39,"divorced",355,25,"aug",313,5,-1,0,"no"
43,"married",354,4,"feb",49,2,-1,0,"no"
51,"married",528,17,"apr",324,3,-1,0,"no"
34,"divorced",500,29,"may",399,1,-1,0,"no"
32,"married",101,19,"may",191,4,-1,0,"no"
42,"married",0,31,"jul",190,4,-1,0,"no"
72,"married",4269,16,"apr",122,3,-1,0,"no"
29,"single",706,18,"may",1340,1,-1,0,"yes"
57,"married",1142,5,"aug",238,2,-1,0,"no"
36,"married",1733,22,"jul",204,3,-1,0,"no"
46,"married",242,9,"may",332,2,-1,0,"no"
55,"married",57,21,"jul",162,2,-1,0,"no"
39,"married",218,19,"aug",97,9,-1,0,"no"
31,"single",680,23,"may",152,1,-1,0,"no"
36,"married",254,3,"feb",303,2,-1,0,"yes"
56,"married",-203,7,"may",139,1,-1,0,"no"
59,"married",182,3,"feb",133,1,-1,0,"no"
50,"married",1824,13,"aug",767,8,-1,0,"no"
38,"married",732,2,"nov",53,2,161,1,"no"
27,"single",0,5,"may",400,1,-1,0,"no"
40,"married",413,14,"may",150,1,-1,0,"no"
31,"single",150,23,"may",83,2,-1,0,"no"
49,"married",1120,11,"may",226,2,-1,0,"no"
33,"single",1439,3,"jun",178,2,-1,0,"no"
41,"single",0,17,"jul",509,7,-1,0,"no"
23,"married",2211,15,"may",210,2,-1,0,"no"
39,"married",150,3,"jun",296,4,-1,0,"yes"
60,"divorced",-137,22,"jul",152,1,-1,0,"no"
25,"single",6100,26,"jun",45,2,-1,0,"no"
59,"married",252,26,"may",103,2,-1,0,"no"
44,"married",7624,7,"may",126,5,-1,0,"no"
66,"married",206,9,"feb",479,1,-1,0,"yes"
40,"single",5129,21,"nov",222,6,-1,0,"no"
42,"married",0,8,"jul",1011,1,-1,0,"no"
38,"married",43,4,"jul",135,3,-1,0,"no"
35,"married",0,30,"jul",251,3,-1,0,"no"
44,"married",2455,18,"nov",18,1,-1,0,"no"
63,"married",3904,8,"nov",360,1,96,4,"yes"
29,"single",950,4,"jun",135,3,-1,0,"no"
43,"divorced",0,8,"may",123,2,-1,0,"no"
32,"divorced",453,18,"nov",331,2,-1,0,"no"
26,"single",2053,31,"jul",127,4,-1,0,"no"
36,"divorced",18,18,"jul",180,2,-1,0,"no"
41,"single",0,7,"aug",408,1,-1,0,"no"
60,"married",1664,4,"jun",142,2,-1,0,"no"
32,"married",253,4,"jun",257,3,-1,0,"no"
38,"married",1262,17,"jun",49,2,-1,0,"no"
41,"single",1564,12,"may",493,10,362,1,"no"
41,"married",254,12,"may",25,1,309,3,"no"
26,"single",55,16,"jul",165,5,-1,0,"no"
27,"single",0,6,"may",153,1,-1,0,"no"
36,"married",1554,12,"may",325,4,-1,0,"no"
45,"divorced",187,11,"may",82,2,-1,0,"no"
30,"single",546,21,"may",396,1,-1,0,"no"
43,"married",221,22,"aug",73,2,-1,0,"no"
37,"single",-17,11,"may",400,2,340,2,"no"
46,"married",1596,26,"aug",106,7,-1,0,"no"
57,"married",2893,8,"aug",207,2,-1,0,"no"
